,ID_ATRIBUTO,NOME,DESCRICAO,ID_FUNCAO,COLUNA,EDITAVEL,ID_CATEGORIA,TMP_ATTRIB_REF,STATUS_EXECUCAO,DATA_ULTIMA_EXECUCAO,DATA_ULTIMA_ALTERACAO,ID_USUARIO,DATA_CRIACAO,ID_COMPANY
26,126,"[Ctd][Nota][Fact]: UC desconectada, demolido o deshabitado (no elegible) - 6M","Número de notas (irregularidades) del profesor correspondiente a la CU desconectada, demolida o no disponible, considerando los últimos 6 meses. Al alinearse, se consideran las siguientes notas: B100, B101, D100, D101, D110, D111.",QTD_APONTAMENTOS2,N126,1,0,,sucesso,2023-09-01 23:27:08,2018-07-26 20:45:51,1,2017-12-26 11:14:28,
27,127,[Ctd][Nota][Fact]: Último enlace de consumo,Identifica el número de ocurrencias de lectura con información del medidor que está dañada o no legible en el último uso de la CU para el enlace.,QTD_APONTAMENTOS2,N127,1,99,,,,2018-07-26 20:02:45,1,2017-12-26 11:20:47,
28,128,[Ctd][Nota][Fact]: Último consumo: medidor de defectos,Identifica el número de lecturas que ocurren en el último consumo de la UC,QTD_APONTAMENTOS2,N128,1,99,,,,2018-07-26 20:46:59,1,2017-12-26 11:25:26,
29,129,[Ctd][Nota][Conexión Directa]: Después del último fraude,"Número de notas del lector de enlace directo después del último fraude.
",QTD_APONTAMENTOS2,N129,1,99,,,,2018-07-25 13:35:55,1,2017-12-26 11:28:23,
30,130,[Ctd][Nota][Enlace Directo]: Después de la última irregularidad.,Número de lecturas del lector de enlace directo después de la última irregularidad.,QTD_APONTAMENTOS2,N130,1,99,,,,2018-07-26 21:15:41,1,2017-12-26 11:29:57,
31,131,[Ctd][Nota][Enlace directo]:Después de Last NF,Número de lecturas del lector de enlace directo después de la última NF.,QTD_APONTAMENTOS2,N131,1,99,,,,2018-07-27 13:31:12,1,2017-12-26 11:32:26,
32,132,[Ctd][Nota][Enlace directo]: Después de la última no inspeccionada.,Número de notas del lector de enlace directo después de la última no inspeccionada.,QTD_APONTAMENTOS2,N132,1,99,,,,2018-07-27 13:38:11,1,2017-12-26 11:33:22,
33,133,[Ctd][Nota][ Medición Mal estado sin cobertura]: Después del último fraude,"Número de leituras do medidor em mau estado, sem cobertura, com vizinhos clandestinos após a última fraude.
",QTD_APONTAMENTOS2,N133,1,99,,,,2018-07-24 21:02:33,1,2017-12-26 11:36:11,
34,134,[Ctd][Nota][Medición Mal estado sin cobertura]:  Después de la última irregularidad,"Número de lecturas de medidor en mal estado, sin cobertura, con vecinos en conexión clandestina después de la última irregularidad.",QTD_APONTAMENTOS2,N134,1,99,,,,2018-07-27 13:26:18,1,2017-12-26 11:39:25,
35,135,[Ctd][Nota][Medición Mal estado sin cobertura]:  Después de Last NF,"Número de lecturas de medidor en mal estado, sin cobertura, con vecinos clandestinos después de la última NF.",QTD_APONTAMENTOS2,N135,1,99,,,,2018-07-24 19:56:17,1,2017-12-26 11:40:08,
36,136,[Ctd][Nota][Incorrect Parameters]:  Después del último fraude,Número de notas incorrectas del lector de parámetros después del último Fraude.,QTD_APONTAMENTOS2,N136,1,99,,,,2018-07-27 14:07:58,1,2017-12-26 11:41:03,
37,137,[Ctd][Nota][Parámetros incorrectos]: Después de la última irregularidad,"Número de lecturas incorrectas de parámetros después de la última irregularidad.
",QTD_APONTAMENTOS2,N137,1,99,,,,2018-07-26 20:03:54,1,2017-12-26 11:41:57,
38,138,[Ctd][Notas][ Parámetros incorrectos]: Después de Last NF,Número de lecturas incorrectas de parámetros después del último No Fraude.,QTD_APONTAMENTOS2,N138,1,99,,,,2018-07-24 20:15:47,1,2017-12-26 11:42:48,
39,139,[Ctd][Nota][2M Caída]: 3M Antes de comenzar...1M después del final - Impedimento de lectura,Identifica el número de lecturas de impedancia de lectura en Fall 2M en el período entre 3M antes del comienzo de la caída hasta 1M después del final de la caída de 2M de la UC,QTD_APONTAMENTOS2,N139,1,99,,,,2018-07-26 20:35:05,1,2017-12-26 11:45:18,
40,140,[Ctd][Nota][2M Caída]: 3M Antes de comenzar...6M  después del final - Medidor sin cubierta,Identifica el número de notas de lecturas de medición sin cubierta o vidrio en el período entre 3M antes del comienzo de la caída y 6M después de la caída de 2M de la UC,QTD_APONTAMENTOS2,N140,1,99,,,,2018-07-25 13:34:42,1,2017-12-26 11:46:18,
41,141,[Ctd][Nota][2M Caída]: 3M antes del inicio...6M  después del fin - Sospechosas de fraude,Identifica el número de notas sospechosas de fraude en el período entre 3M antes del inicio de la caída hasta 6M después de la caída de la UC de 2M,QTD_APONTAMENTOS2,N141,1,99,,,,2018-07-27 13:35:26,1,2017-12-26 11:48:01,
42,142,[Ctd][Nota][2M Caída]: Inicio... 6M después fin -Pantalla apagada sin energía,Identifica el número de lecturas de apagado sin energía entre el comienzo de la caída y 6M después de la caída de 2M de la UC,QTD_APONTAMENTOS2,N142,1,99,,,,2018-07-24 20:27:12,1,2017-12-26 11:50:28,
43,143,[Ctd][Nota][2M Caída]: Inicio ... 6M después fin - Registrador detenido,Identifica el número de lecturas de medidor con el registrador parado y la ubicación deshabitada entre el inicio de la caída a 6M de la estación de caída 2M desde la UC,QTD_APONTAMENTOS2,N143,1,99,,,,2018-07-24 20:30:21,1,2017-12-26 11:52:22,
44,144,[Ctd][Nota][3M Caída]: 3M antes de comenzar ... 1M después del final - Impedimento de lectura,Identifica la cantidad de puntajes de impedancia de lectura en el período entre 3M antes del comienzo de la caída y el comienzo de la caída de 3M de la UC,QTD_APONTAMENTOS2,N144,1,99,,,,2018-07-26 20:05:14,1,2017-12-26 11:54:27,
45,145,[Ctd][Nota][3M Caída]: 3M Antes del comienzo ... 6M  después del final -  Medición sin cubierta,Identifica el número de lecturas de medición sin cubierta o vidrio en el período entre 3M antes del comienzo de la caída y 6M después de la caída de 3M de la UC,QTD_APONTAMENTOS2,N145,1,99,,,,2018-07-27 13:22:00,1,2017-12-26 11:56:29,
46,146,[Ctd][Nota][3M Caída]: 3M antes del incio ... 6M después del fin - Sospechosas de fraude ,Identifica el número de notas sospechosas de fraude en el período comprendido entre 3M antes del inicio de la caída hasta 6M después de la caída de 3M de la CU,QTD_APONTAMENTOS2,N146,1,99,,,,2018-07-27 13:42:11,1,2017-12-26 11:58:52,
47,147,[Ctd][Nota][3M Caída]: Inicio ... 6M después fin - Pantalla apagada sin energía,Identifica el número de lecturas de lectura sin energía entre el comienzo de la caída a 6M después de que 3M caen desde la UC,QTD_APONTAMENTOS2,N147,1,99,,,,2018-07-24 20:23:38,1,2017-12-26 11:59:57,
48,148,[Ctd][Nota][3M Caída]: Inicio ... 6M Después del final - Registrador detenido y lugar vacío,Cantidad de grabaciones detenidas y vacías Coloque las notas del lector desde 3M Caída incio hasta 6M después del final de 3M Fall.,QTD_APONTAMENTOS2,N148,1,99,,,,2018-07-27 13:48:12,1,2017-12-26 12:04:14,
49,149,[Ctd][Apont][Sin sello]:  Después del último fraude,Cantidad de notas del lector sin sello después del último fraude.,QTD_APONTAMENTOS2,N149,1,99,,,,2018-07-26 20:37:55,1,2017-12-26 12:14:06,
50,150,[Ctd][Nota][Sin sello]: Después de la última irregularidad,Cantidad de notas del lector No Stamp después de Last Irregularity.,QTD_APONTAMENTOS2,N150,1,99,,,,2018-07-26 20:39:25,1,2017-12-26 12:15:09,
51,151,[Ctd][Nota][Sin sello]: Después de Last NF,Cantidad de notas del lector de sin sello después de Last NF.,QTD_APONTAMENTOS2,N151,1,99,,,,2018-07-26 20:44:31,1,2017-12-26 12:15:57,
52,152,[Ctd][Nota][Sospechosos de fraude]: Después del último fraude,Cantidad de notas de lectores sospechosos de fraude después del último fraude.,QTD_APONTAMENTOS2,N152,1,99,,,,2018-07-27 13:54:21,1,2017-12-26 12:22:45,
53,153,[Ctd][Nota][Fraude sospechoso]:Después de la última irregularidad,Cantidad de notas sospechosas del lector después de la última irregularidad.,QTD_APONTAMENTOS2,N153,1,99,,,,2018-07-27 13:53:32,1,2017-12-26 12:23:40,
54,154,[Ctd][Nota][Fraude sospechoso]: Después de Last NF,Cantidad de notas sospechosas del lector sospechoso después de Last NF.,QTD_APONTAMENTOS2,N154,1,99,,,,2018-07-27 13:52:01,1,2017-12-26 12:25:03,
55,155,[Ctd][Fact]: 24M Antes de la última facturación ... Último fraude de UC,Identifica el número de facturas desde 24 millones antes de la última facturación hasta el último fraude de UC.,Qtd_Consumos,N155,1,0,,sucesso,2023-09-01 23:27:08,2018-07-24 20:31:42,1,2017-12-26 12:27:20,
56,156,[Valor][Canal][Promedio]: 3M Comsumo UC,3M promedio del canal del mes estacional.,Consumo_medio,N156,1,0,,sucesso,2023-09-01 23:27:08,2018-07-25 13:40:56,1,2017-12-26 12:32:21,
57,157,[Ctd][Ocur][Insp][Fact]: 12M - Inspecciones,Identifica el número de inspecciones en el 12M antes de la fecha actual.,Qty_ServiceOrder,N157,1,2,,sucesso,2023-09-01 23:27:08,2018-07-27 14:21:28,1,2017-12-26 12:33:16,
58,158,[Valor][Regr][Fact]: 6M Beta Consumption UC,"Beta value from Linear Regression of CU Consumption from 6M before last consumption and last consumption.
",Regressao Linear,N158,1,0,,sucesso,2023-09-01 23:27:08,2018-07-24 20:27:57,1,2017-12-26 12:36:08,
59,159,[Valor][Regr][Fact]: 12M Beta Consumo UC,Valor Beta de la Regresión lineal del Consumo de UC desde 12M antes del último consumo y último consumo.,Regressao Linear,N159,1,0,,sucesso,2023-09-01 23:27:08,2018-07-25 13:39:00,1,2017-12-26 12:37:10,
60,160,[Ctd][Ocur][Insp][Fact]: 24M Fraude,Identifica la cantidad de fraudes en el período de los últimos 24M.,Qty_ServiceOrder,N160,1,2,,sucesso,2023-09-01 23:27:08,2018-07-27 14:20:28,1,2017-12-26 12:37:20,
61,161,[Valor][Actual][Promedio] 12M - Consumo UC,Identifica la cantidad promedio de ingresos de UC en el período de facturación de 12 millones antes de la fecha actual de la fecha actual,Consumo_medio,N161,1,0,,sucesso,2023-09-01 23:27:08,2018-07-24 19:45:59,1,2017-12-26 12:38:10,
62,162,[Valor][Actual][Promedido] 3M - Consumo de UC,"
Identifica la cantidad promedio de ingresos de CU en el período de facturación de 3M antes de la fecha actual de la fecha actual",Consumo_medio,N162,1,0,,sucesso,2023-09-01 23:27:08,2018-07-27 13:17:51,1,2017-12-26 12:38:54,
63,163,[Valor][3M Caída][Min]: 12M...Inicio,Identifique el consumo mínimo de UC en el período de 12 M antes del inicio de la caída al comienzo de la caída.,Consumo_no_mes,N163,1,0,,sucesso,2023-09-01 23:27:08,2018-07-26 20:47:51,1,2017-12-26 12:45:18,
64,164,[Valor][3M Caída][Promedio]: Fin..6M,Identifique el valor de consumo promedio de la CU en el período comprendido entre el final de la caída de 3M y los 6M después del final de la caída de 3M.,Consumo_medio,N164,1,0,,sucesso,2023-09-01 23:27:08,2018-07-27 13:37:02,1,2017-12-26 12:47:26,
65,165,[Valor[3M Caída][Promedio]: Fin..3M,Identifique el valor de consumo promedio de la CU en el período desde el final de la caída de 3M hasta 3M después del final de la caída de 3M.,Consumo_medio,N165,1,0,,sucesso,2023-09-01 23:27:08,2018-07-27 13:33:49,1,2017-12-26 12:50:12,
66,166,[Valor][Corr][Fact]: 12M CU x Vecinos lógicos,Identifica el grado de correlación entre la facturación de CU y sus vecinos lógicos en el período de las últimas 12M UC.,Correlacao,N166,1,0,,sucesso,2023-09-01 23:27:08,2018-07-27 13:18:52,1,2017-12-26 12:52:25,
67,167,[Valor][Corr][Fact]: 6M UC x  Vecinos lógicos,Identifica el grado de correlación entre la facturación de CU y sus vecinos lógicos en el período de las últimas facturas de 6M UC,Correlacao,N167,1,0,,sucesso,2023-09-01 23:27:08,2018-07-26 20:58:32,1,2017-12-26 12:55:10,
68,168,[Valor][3M Caída][Promedio]: 6M..Inicio,Identifique el valor de consumo promedio de la CU en el período desde 6M antes del comienzo de la caída de 3M hasta el comienzo de la caída de 3M.,Consumo_medio,N168,1,0,,sucesso,2023-09-01 23:27:08,2018-07-24 20:30:57,1,2017-12-26 12:55:43,
69,169,[Valor][3M Caída][Promedio]: 3M..Inicio,Identifique el valor de consumo promedio de la CU en el período desde 3M antes del comienzo de la caída de 3M hasta el comienzo de la caída de 3M.,Consumo_medio,N169,1,0,,sucesso,2023-09-01 23:27:08,2018-07-24 20:24:15,1,2017-12-26 12:57:16,
70,170,[Valor][3M Caída][Promedio]: 12M..Inicio,Identifique el valor de consumo promedio de la CU en el período de 12M antes del comienzo de la caída de 3M hasta el comienzo de la caída de 3M.,Consumo_medio,N170,1,0,,sucesso,2023-09-01 23:27:08,2018-07-24 20:21:51,1,2017-12-26 12:57:56,
71,171,VAL_ConsumoFact_2M,[Valor] [Fact]: 2M Último año facturado Consumo UC,Consumo_no_mes,N171,1,99,,,,2018-08-23 14:30:23,1,2017-12-26 12:58:00,
72,172,[Valor][3M Caída][Des]: 12M...Inicio,Identifica el valor de la desviación estándar del consumo de CU en el período 12M antes del inicio de la caída de 3M al comienzo de la caída de 3M.,Desvio_Padrao,N172,1,0,,sucesso,2023-09-01 23:27:08,2018-07-24 20:21:16,1,2017-12-26 12:59:58,
73,173,[Valor][3M Caída]: Inicio,Identifica el monto de facturación al comienzo del período de caída de 3M.,Consumo_no_mes,N173,1,0,,sucesso,2023-09-01 23:27:08,2018-07-26 20:48:42,1,2017-12-26 13:01:34,
74,174,[Valor][3M Caída]: Fin,Identifica el monto de facturación al final del período de caída de 3M.,Consumo_no_mes,N174,1,0,,sucesso,2023-09-01 23:27:08,2018-07-26 20:49:33,1,2017-12-26 13:02:15,
75,175,[Valor][3M Caída][Promedio]: 5M..Inicio,Identifique el valor de consumo promedio de CU en el período de 5 M antes del comienzo de la caída de 3M hasta el comienzo de la caída de 3M,Consumo_medio,N175,1,0,,sucesso,2023-09-01 23:27:08,2018-07-24 20:12:53,1,2017-12-26 13:03:22,
76,176,[Valor][2M Caída][Promedio]: Fin..6M,Identifique el valor de consumo promedio de UC en el período desde el final de la caída de 2M hasta 6M después del final de la caída de 2M.,Consumo_medio,N176,1,0,,sucesso,2023-09-01 23:27:08,2018-07-24 20:12:09,1,2017-12-26 13:04:45,
77,177,VAL_ConsumoFact_3M,[Valor] [Bil]: 3M Último mes facturado consumo UC,Consumo_no_mes,N177,1,99,,,,2018-08-23 14:32:55,1,2017-12-26 13:04:46,
78,178,[Valor][2M Caída][Promedio]: 6M..Inicio,Identifica el valor de la desviación estándar del consumo de CU en el período 6M antes del inicio de la caída de 2M al comienzo de la caída de 2M.,Consumo_medio,N178,1,0,,sucesso,2023-09-01 23:27:08,2018-07-24 20:06:22,1,2017-12-26 13:05:44,
79,179,[Valor][2M Caída][Promedio]: 5M..Inicio,Identifica el valor de la desviación estándar del consumo de CU en el período de 5M antes del inicio de la caída de 2M al comienzo de la caída de 2M.,Consumo_medio,N179,1,0,,sucesso,2023-09-01 23:27:08,2018-07-26 20:01:24,1,2017-12-26 13:06:24,
80,180,[Valor][Fact]: Penúltimo mes facturado  Consumo UC,[Valor][Fact]: Penúltimo mes facturado  Consumo UC,Consumo_no_mes,N180,1,0,,sucesso,2023-09-01 23:27:08,2018-07-30 18:13:04,1,2017-12-26 13:06:44,
81,181,[Valor][2M Caída]: Fin,Identifica el monto de facturación al final del período de caída de 2M.,Consumo_no_mes,N181,1,0,,sucesso,2023-09-01 23:27:08,2018-07-26 20:50:11,1,2017-12-26 13:07:07,
82,182,[Valor][2M Caído]: Inicio,Identifica el monto de facturación al comienzo del período de caída de 2M.,Consumo_no_mes,N182,1,0,,sucesso,2023-09-01 23:27:08,2018-07-26 20:50:49,1,2017-12-26 13:07:27,
83,183,[Valor][Fact]: Último consumo de vecinos lógicos,Identifica el valor promedio de la última facturación de vecinos lógicos UC,Consumo_medio,N183,1,0,,sucesso,2023-09-01 23:27:08,2018-07-24 20:16:54,1,2017-12-26 13:08:03,
84,184,VAL_ConsumoFact_1M,Identifica el monto de facturación en la última facturación de UC,Consumo_no_mes,N184,1,0,,sucesso,2023-09-01 23:27:08,2018-08-23 13:10:19,1,2017-12-26 13:09:04,
85,185,[Valor][Fact][Promedio]:Último Fraude..Ùltimo Cons.,Identifica la facturación promedio en el período desde el último fraude hasta la última facturación de la UC.,Consumo_medio,N185,1,0,,sucesso,2023-09-01 23:27:08,2018-07-24 20:19:42,1,2017-12-26 13:09:18,
86,186,[Valor][Fact][Promedido]: Último fraude..3M,Identifica la facturación promedio en el período comprendido entre el último fraude y 3 meses después.,Consumo_medio,N186,1,0,,sucesso,2023-09-01 23:27:08,2018-07-27 13:25:20,1,2017-12-26 13:11:01,
87,187,[Valor][Factl][Max]: 12M..Ultimo - Consumo UC,Identifica el valor máximo de la facturación CU ??en el período de las últimas facturas de 12M UC,Consumo_no_mes,N187,1,0,,sucesso,2023-09-01 23:27:08,2018-07-30 18:19:58,1,2017-12-26 13:12:52,
88,188,[Valor] [Fact] [Promedio]: 6M Vecinos Lógicos,Identifica el valor promedio de la facturación 6M de vecinos lógicos CU.,Consumo_medio,N188,1,0,,sucesso,2023-09-01 23:27:08,2018-07-25 13:42:05,1,2017-12-26 13:12:55,
89,189,[Valor][Fact][Promedio] 12M..6M -  Consumo UC,Identifica el valor del consumo promedio de 12M a 6M,Consumo_medio,N189,1,0,,sucesso,2023-09-01 23:27:08,2018-07-30 18:05:53,1,2017-12-26 13:14:55,
90,190,[Valor][Fact][Promedio] 24M..12M - Consumo UC,"Identifica el valor del consumo promedio de 24M a 12M
",Consumo_medio,N190,1,0,,sucesso,2023-09-01 23:27:08,2018-07-27 13:27:01,1,2017-12-26 13:17:09,
91,191,[Valor][Fact][Promedio] 36M..18M - Consumo de UC,Identifica el valor del consumo promedio de 36M a 18M,Consumo_medio,N191,1,0,,sucesso,2023-09-01 23:27:08,2018-07-27 13:36:15,1,2017-12-26 13:18:03,
92,192,[Valor][Fact][Promedio] 6M..Última fraude - Consumo UC,"Identifica la cantidad promedio de facturación en el período de 6 meses antes del último fraude, el último fraude de la UC.",Consumo_medio,N192,1,0,,sucesso,2023-09-01 23:27:08,2018-07-25 13:57:45,1,2017-12-26 13:19:50,
93,193,[Ctd][Fact][Promedio]: Consumo de 18M UC,Identifica la cantidad promedio de facturación de los últimos 18M.,Consumo_medio,N193,1,0,,sucesso,2023-09-01 23:27:08,2018-07-24 20:10:23,1,2017-12-26 13:20:44,
94,194,[Valor][Fact][Promedio]: 12M.. Última facturación,Identifica la cantidad promedio de facturación de los últimos 12M.,Consumo_medio,N194,1,0,,sucesso,2023-09-01 23:27:08,2018-07-24 19:54:23,1,2017-12-26 13:21:28,
95,195,[Valor][Fact][Promedio] 6M..3M - Consumo de UC,Identifica el consumo promedio facturado de 3M a 6M,Consumo_medio,N195,1,0,,sucesso,2023-09-01 23:27:08,2018-07-24 20:06:55,1,2017-12-26 13:22:56,
96,196,[Valor][Fact][Promedio] 3M Después del último fraude ... último consumo,Identifica la cantidad promedio de facturación en el período desde 3M después del último fraude hasta la última facturación de la CU.,Consumo_medio,N196,1,0,,sucesso,2023-09-01 23:27:08,2018-07-24 20:08:42,1,2017-12-26 13:23:45,
97,197,[Ctd] [Nota] [6M Caída]: 3M antes del comienzo ... 1M después del  - Medición sin cubierta de vidrio,Identifica el número de lecturas de medición sin tapón o vidrio en el período entre 3M antes del comienzo de la caída y 1M después de la caída de 6M de la UC,QTD_APONTAMENTOS2,N197,1,99,,,,2018-07-27 13:49:56,1,2017-12-26 16:26:49,
98,198,[Ctd] [Nota] [6M Caída]: 3M Antes del inicio ... 1M después del fin - Sospechosas de fraude,Identifica el número de notas sospechosas de fraude en el período comprendido entre 3M antes del inicio de la caída y 1M después de 6M Caída de la UC,QTD_APONTAMENTOS2,N198,1,99,,,,2018-07-27 13:39:29,1,2017-12-26 16:28:09,
99,199,[Ctd] [Nota] [6M Caída]: Inicio ... 1M después del fin - Pantalla apagada sin energía,"Identifica el número de lecturas ""display-off / display half power"" entre el comienzo de la caída y 1M después de la caída de 6M desde la UC",QTD_APONTAMENTOS2,N199,1,99,,,,2018-07-26 20:55:47,1,2017-12-26 16:50:28,
100,200,[Ctd] [Nota] [6M Caída]: Inicio ... 1M  Después del final - Registrador detenido,Identifica la cantidad de lecturas de medidor con el registrador parado y la ubicación deshabitada entre el comienzo de la caída a 1M después de la caída de 6M desde la UC,QTD_APONTAMENTOS2,N200,1,99,,,,2018-07-24 20:56:31,1,2017-12-26 16:55:55,
101,201,[Valor][Fact][Max]: 3M..Último- Consumo UC,Identifica el valor máximo de la facturación CU ??en el período de las últimas facturas de 3M UC,Consumo_no_mes,N201,1,0,,sucesso,2023-09-01 23:27:08,2018-07-30 18:10:24,1,2017-12-27 13:44:01,
102,202,[Valor][Fact][Max]: 6M..Último - Consumo UC,Identifica el valor máximo de la facturación CU ??en el período de las últimas facturas de 6M CU,Consumo_no_mes,N202,1,0,,sucesso,2023-09-01 23:27:08,2018-07-30 18:09:24,1,2017-12-27 13:45:42,
103,203,[Ctd][Fact]: Ultima fraude ...  Última facturación de UC,"Identifica la cantidad de facturas registradas en el período del último fraude a la última facturación de UC
",Qtd_Consumos,N203,1,0,,sucesso,2023-09-01 23:27:08,2018-07-26 21:01:09,1,2017-12-27 15:38:50,
